image_id,source_video,scene_id,frame_no,timestamp_s,split,width,height,lighting,weather,occlusion_level,blur_score,blur_level,brightness,contrast,motion_score,n_objects,classes,image_path,label_path
scene04_camA_f000270,scene04_camA.mp4,scene04,270,9.0,test,960,540,day,unknown,unknown,66.62,sharp,112.07,35.0,8.89,4,bus;person,data/frames/scene04_camA/scene04_camA_f000270.jpg,data/labels/scene04_camA/scene04_camA_f000270.txt
scene04_camA_f000285,scene04_camA.mp4,scene04,285,9.5,test,960,540,day,unknown,unknown,63.39,sharp,111.76,34.77,8.65,4,bus;person,data/frames/scene04_camA/scene04_camA_f000285.jpg,data/labels/scene04_camA/scene04_camA_f000285.txt
scene04_camA_f000300,scene04_camA.mp4,scene04,300,10.0,test,960,540,day,unknown,unknown,62.42,sharp,111.58,34.41,7.76,3,bus;person,data/frames/scene04_camA/scene04_camA_f000300.jpg,data/labels/scene04_camA/scene04_camA_f000300.txt
scene04_camA_f000315,scene04_camA.mp4,scene04,315,10.5,test,960,540,day,unknown,unknown,58.21,sharp,110.47,33.97,6.81,2,bus;person,data/frames/scene04_camA/scene04_camA_f000315.jpg,data/labels/scene04_camA/scene04_camA_f000315.txt
scene04_camA_f000330,scene04_camA.mp4,scene04,330,11.0,test,960,540,dusk,unknown,unknown,55.33,sharp,109.66,32.97,5.8,2,bus;person,data/frames/scene04_camA/scene04_camA_f000330.jpg,data/labels/scene04_camA/scene04_camA_f000330.txt
scene04_camA_f000345,scene04_camA.mp4,scene04,345,11.5,test,960,540,dusk,unknown,unknown,52.79,sharp,109.1,31.98,5.01,1,person,data/frames/scene04_camA/scene04_camA_f000345.jpg,data/labels/scene04_camA/scene04_camA_f000345.txt
scene04_camA_f000360,scene04_camA.mp4,scene04,360,12.0,test,960,540,dusk,unknown,unknown,51.69,sharp,109.01,31.77,3.97,1,person,data/frames/scene04_camA/scene04_camA_f000360.jpg,data/labels/scene04_camA/scene04_camA_f000360.txt
scene04_camA_f000375,scene04_camA.mp4,scene04,375,12.5,test,960,540,dusk,unknown,unknown,51.5,sharp,108.94,31.84,3.85,1,person,data/frames/scene04_camA/scene04_camA_f000375.jpg,data/labels/scene04_camA/scene04_camA_f000375.txt
scene04_camA_f000390,scene04_camA.mp4,scene04,390,13.0,test,960,540,dusk,unknown,unknown,51.92,sharp,108.93,32.04,4.01,2,person,data/frames/scene04_camA/scene04_camA_f000390.jpg,data/labels/scene04_camA/scene04_camA_f000390.txt
scene04_camA_f000405,scene04_camA.mp4,scene04,405,13.5,test,960,540,dusk,unknown,unknown,51.7,sharp,108.84,32.15,4.12,1,person,data/frames/scene04_camA/scene04_camA_f000405.jpg,data/labels/scene04_camA/scene04_camA_f000405.txt
scene04_camA_f000420,scene04_camA.mp4,scene04,420,14.0,test,960,540,dusk,unknown,unknown,57.1,sharp,109.5,32.47,4.66,1,person,data/frames/scene04_camA/scene04_camA_f000420.jpg,data/labels/scene04_camA/scene04_camA_f000420.txt
scene04_camA_f000435,scene04_camA.mp4,scene04,435,14.5,test,960,540,day,unknown,unknown,59.11,sharp,110.29,32.77,5.4,2,bus;person,data/frames/scene04_camA/scene04_camA_f000435.jpg,data/labels/scene04_camA/scene04_camA_f000435.txt
scene05_camA_f000000,scene05_camA.mp4,scene05,0,0.0,val,960,540,day,unknown,unknown,42.88,sharp,115.74,32.26,0.0,3,bus;person,data/frames/scene05_camA/scene05_camA_f000000.jpg,data/labels/scene05_camA/scene05_camA_f000000.txt
scene05_camA_f000015,scene05_camA.mp4,scene05,15,0.5,val,960,540,day,unknown,unknown,68.21,sharp,116.68,33.48,11.58,3,bus;person,data/frames/scene05_camA/scene05_camA_f000015.jpg,data/labels/scene05_camA/scene05_camA_f000015.txt
scene05_camA_f000030,scene05_camA.mp4,scene05,30,1.0,val,960,540,day,unknown,unknown,68.25,sharp,117.15,34.99,14.22,4,bus;person,data/frames/scene05_camA/scene05_camA_f000030.jpg,data/labels/scene05_camA/scene05_camA_f000030.txt
scene05_camA_f000045,scene05_camA.mp4,scene05,45,1.5,val,960,540,day,unknown,unknown,68.16,sharp,117.72,36.05,15.33,4,bus;person,data/frames/scene05_camA/scene05_camA_f000045.jpg,data/labels/scene05_camA/scene05_camA_f000045.txt
scene05_camA_f000060,scene05_camA.mp4,scene05,60,2.0,val,960,540,day,unknown,unknown,67.32,sharp,118.57,37.12,16.37,4,bus;person,data/frames/scene05_camA/scene05_camA_f000060.jpg,data/labels/scene05_camA/scene05_camA_f000060.txt
scene05_camA_f000075,scene05_camA.mp4,scene05,75,2.5,val,960,540,day,unknown,unknown,69.75,sharp,118.83,38.04,17.43,4,bus;person,data/frames/scene05_camA/scene05_camA_f000075.jpg,data/labels/scene05_camA/scene05_camA_f000075.txt
scene05_camA_f000090,scene05_camA.mp4,scene05,90,3.0,val,960,540,day,unknown,unknown,68.39,sharp,118.86,37.62,18.14,4,bus;person,data/frames/scene05_camA/scene05_camA_f000090.jpg,data/labels/scene05_camA/scene05_camA_f000090.txt
scene05_camA_f000105,scene05_camA.mp4,scene05,105,3.5,val,960,540,day,unknown,unknown,75.2,sharp,119.61,36.16,17.74,4,bus;person,data/frames/scene05_camA/scene05_camA_f000105.jpg,data/labels/scene05_camA/scene05_camA_f000105.txt
scene05_camA_f000120,scene05_camA.mp4,scene05,120,4.0,val,960,540,day,unknown,unknown,78.1,sharp,120.29,35.16,17.04,4,bus;person,data/frames/scene05_camA/scene05_camA_f000120.jpg,data/labels/scene05_camA/scene05_camA_f000120.txt
scene05_camA_f000135,scene05_camA.mp4,scene05,135,4.5,val,960,540,day,unknown,unknown,77.38,sharp,119.97,35.87,16.68,4,bus;person,data/frames/scene05_camA/scene05_camA_f000135.jpg,data/labels/scene05_camA/scene05_camA_f000135.txt
scene05_camA_f000150,scene05_camA.mp4,scene05,150,5.0,val,960,540,day,unknown,unknown,75.36,sharp,119.67,36.78,17.82,4,bus;person,data/frames/scene05_camA/scene05_camA_f000150.jpg,data/labels/scene05_camA/scene05_camA_f000150.txt
scene05_camA_f000165,scene05_camA.mp4,scene05,165,5.5,val,960,540,day,unknown,unknown,75.66,sharp,120.02,36.26,17.83,4,bus;person,data/frames/scene05_camA/scene05_camA_f000165.jpg,data/labels/scene05_camA/scene05_camA_f000165.txt
scene05_camA_f000180,scene05_camA.mp4,scene05,180,6.0,val,960,540,day,unknown,unknown,77.01,sharp,120.11,34.96,16.73,4,bus;person,data/frames/scene05_camA/scene05_camA_f000180.jpg,data/labels/scene05_camA/scene05_camA_f000180.txt
scene05_camA_f000195,scene05_camA.mp4,scene05,195,6.5,val,960,540,day,unknown,unknown,75.18,sharp,118.72,35.21,16.22,4,bus;person,data/frames/scene05_camA/scene05_camA_f000195.jpg,data/labels/scene05_camA/scene05_camA_f000195.txt
scene05_camA_f000210,scene05_camA.mp4,scene05,210,7.0,val,960,540,day,unknown,unknown,68.84,sharp,117.71,35.29,15.56,3,bus;person,data/frames/scene05_camA/scene05_camA_f000210.jpg,data/labels/scene05_camA/scene05_camA_f000210.txt
scene05_camA_f000225,scene05_camA.mp4,scene05,225,7.5,val,960,540,day,unknown,unknown,66.51,sharp,117.39,36.62,15.41,3,bus;person,data/frames/scene05_camA/scene05_camA_f000225.jpg,data/labels/scene05_camA/scene05_camA_f000225.txt
scene05_camA_f000240,scene05_camA.mp4,scene05,240,8.0,val,960,540,day,unknown,unknown,64.35,sharp,117.55,36.72,15.62,3,bus;person,data/frames/scene05_camA/scene05_camA_f000240.jpg,data/labels/scene05_camA/scene05_camA_f000240.txt
scene05_camA_f000255,scene05_camA.mp4,scene05,255,8.5,val,960,540,day,unknown,unknown,62.69,sharp,117.31,36.42,15.59,3,bus;person,data/frames/scene05_camA/scene05_camA_f000255.jpg,data/labels/scene05_camA/scene05_camA_f000255.txt
scene05_camA_f000270,scene05_camA.mp4,scene05,270,9.0,val,960,540,day,unknown,unknown,62.36,sharp,116.37,35.48,14.47,3,bus;person,data/frames/scene05_camA/scene05_camA_f000270.jpg,data/labels/scene05_camA/scene05_camA_f000270.txt
scene05_camA_f000285,scene05_camA.mp4,scene05,285,9.5,val,960,540,day,unknown,unknown,65.28,sharp,116.19,33.88,13.17,3,bus;person,data/frames/scene05_camA/scene05_camA_f000285.jpg,data/labels/scene05_camA/scene05_camA_f000285.txt
scene05_camA_f000300,scene05_camA.mp4,scene05,300,10.0,val,960,540,day,unknown,unknown,66.02,sharp,115.52,32.65,12.02,3,bus;person,data/frames/scene05_camA/scene05_camA_f000300.jpg,data/labels/scene05_camA/scene05_camA_f000300.txt
scene05_camA_f000315,scene05_camA.mp4,scene05,315,10.5,val,960,540,day,unknown,unknown,65.54,sharp,114.59,31.29,10.97,2,person,data/frames/scene05_camA/scene05_camA_f000315.jpg,data/labels/scene05_camA/scene05_camA_f000315.txt
scene05_camA_f000330,scene05_camA.mp4,scene05,330,11.0,val,960,540,day,unknown,unknown,61.63,sharp,113.88,30.25,9.55,1,person,data/frames/scene05_camA/scene05_camA_f000330.jpg,data/labels/scene05_camA/scene05_camA_f000330.txt
scene05_camA_f000345,scene05_camA.mp4,scene05,345,11.5,val,960,540,day,unknown,unknown,61.55,sharp,113.89,30.25,8.78,1,person,data/frames/scene05_camA/scene05_camA_f000345.jpg,data/labels/scene05_camA/scene05_camA_f000345.txt
scene05_camA_f000360,scene05_camA.mp4,scene05,360,12.0,val,960,540,day,unknown,unknown,85.95,sharp,118.13,28.3,11.65,1,bus,data/frames/scene05_camA/scene05_camA_f000360.jpg,data/labels/scene05_camA/scene05_camA_f000360.txt
scene05_camA_f000375,scene05_camA.mp4,scene05,375,12.5,val,960,540,day,unknown,unknown,88.25,sharp,118.14,28.41,9.63,1,bus,data/frames/scene05_camA/scene05_camA_f000375.jpg,data/labels/scene05_camA/scene05_camA_f000375.txt
scene05_camA_f000390,scene05_camA.mp4,scene05,390,13.0,val,960,540,day,unknown,unknown,88.64,sharp,117.95,28.5,9.75,1,bus,data/frames/scene05_camA/scene05_camA_f000390.jpg,data/labels/scene05_camA/scene05_camA_f000390.txt
scene05_camA_f000405,scene05_camA.mp4,scene05,405,13.5,val,960,540,day,unknown,unknown,87.13,sharp,118.03,28.54,9.86,1,bus,data/frames/scene05_camA/scene05_camA_f000405.jpg,data/labels/scene05_camA/scene05_camA_f000405.txt
scene05_camA_f000420,scene05_camA.mp4,scene05,420,14.0,val,960,540,day,unknown,unknown,85.05,sharp,118.14,28.62,9.77,1,bus,data/frames/scene05_camA/scene05_camA_f000420.jpg,data/labels/scene05_camA/scene05_camA_f000420.txt
scene05_camA_f000435,scene05_camA.mp4,scene05,435,14.5,val,960,540,day,unknown,unknown,87.61,sharp,118.13,28.65,9.81,1,bus,data/frames/scene05_camA/scene05_camA_f000435.jpg,data/labels/scene05_camA/scene05_camA_f000435.txt
scene06_camA_f000000,scene06_camA.mp4,scene06,0,0.0,train,960,540,day,unknown,unknown,50.67,sharp,115.37,27.91,0.0,2,person,data/frames/scene06_camA/scene06_camA_f000000.jpg,data/labels/scene06_camA/scene06_camA_f000000.txt
scene06_camA_f000015,scene06_camA.mp4,scene06,15,0.5,train,960,540,day,unknown,unknown,74.22,sharp,115.37,29.69,6.81,3,bus;person,data/frames/scene06_camA/scene06_camA_f000015.jpg,data/labels/scene06_camA/scene06_camA_f000015.txt
scene06_camA_f000030,scene06_camA.mp4,scene06,30,1.0,train,960,540,day,unknown,unknown,67.63,sharp,114.7,31.55,5.07,3,bus;person,data/frames/scene06_camA/scene06_camA_f000030.jpg,data/labels/scene06_camA/scene06_camA_f000030.txt
scene06_camA_f000045,scene06_camA.mp4,scene06,45,1.5,train,960,540,day,unknown,unknown,67.36,sharp,114.71,32.61,6.41,3,bus;person,data/frames/scene06_camA/scene06_camA_f000045.jpg,data/labels/scene06_camA/scene06_camA_f000045.txt
scene06_camA_f000060,scene06_camA.mp4,scene06,60,2.0,train,960,540,day,unknown,unknown,67.73,sharp,115.21,33.33,7.43,3,bus;person,data/frames/scene06_camA/scene06_camA_f000060.jpg,data/labels/scene06_camA/scene06_camA_f000060.txt
scene06_camA_f000075,scene06_camA.mp4,scene06,75,2.5,train,960,540,day,unknown,unknown,65.24,sharp,115.33,34.53,8.12,4,bus;person,data/frames/scene06_camA/scene06_camA_f000075.jpg,data/labels/scene06_camA/scene06_camA_f000075.txt
scene06_camA_f000090,scene06_camA.mp4,scene06,90,3.0,train,960,540,day,unknown,unknown,64.02,sharp,115.61,35.11,8.79,4,bus;person,data/frames/scene06_camA/scene06_camA_f000090.jpg,data/labels/scene06_camA/scene06_camA_f000090.txt
scene06_camA_f000105,scene06_camA.mp4,scene06,105,3.5,train,960,540,day,unknown,unknown,61.85,sharp,115.72,35.6,9.08,4,bus;person,data/frames/scene06_camA/scene06_camA_f000105.jpg,data/labels/scene06_camA/scene06_camA_f000105.txt
scene06_camA_f000120,scene06_camA.mp4,scene06,120,4.0,train,960,540,day,unknown,unknown,63.63,sharp,116.07,36.24,9.65,4,bus;person,data/frames/scene06_camA/scene06_camA_f000120.jpg,data/labels/scene06_camA/scene06_camA_f000120.txt
scene06_camA_f000135,scene06_camA.mp4,scene06,135,4.5,train,960,540,day,unknown,unknown,64.0,sharp,116.1,36.8,10.04,4,bus;person,data/frames/scene06_camA/scene06_camA_f000135.jpg,data/labels/scene06_camA/scene06_camA_f000135.txt
scene06_camA_f000150,scene06_camA.mp4,scene06,150,5.0,train,960,540,day,unknown,unknown,64.04,sharp,116.11,36.79,10.71,4,bus;person,data/frames/scene06_camA/scene06_camA_f000150.jpg,data/labels/scene06_camA/scene06_camA_f000150.txt
scene06_camA_f000165,scene06_camA.mp4,scene06,165,5.5,train,960,540,day,unknown,unknown,64.1,sharp,116.27,36.39,10.16,4,bus;person,data/frames/scene06_camA/scene06_camA_f000165.jpg,data/labels/scene06_camA/scene06_camA_f000165.txt
scene06_camA_f000180,scene06_camA.mp4,scene06,180,6.0,train,960,540,day,unknown,unknown,68.44,sharp,117.16,34.87,9.07,4,bus;person,data/frames/scene06_camA/scene06_camA_f000180.jpg,data/labels/scene06_camA/scene06_camA_f000180.txt
scene06_camA_f000195,scene06_camA.mp4,scene06,195,6.5,train,960,540,day,unknown,unknown,75.22,sharp,118.19,32.98,7.64,4,bus;person,data/frames/scene06_camA/scene06_camA_f000195.jpg,data/labels/scene06_camA/scene06_camA_f000195.txt
scene06_camA_f000210,scene06_camA.mp4,scene06,210,7.0,train,960,540,day,unknown,unknown,77.37,sharp,118.57,32.14,6.61,2,bus;person,data/frames/scene06_camA/scene06_camA_f000210.jpg,data/labels/scene06_camA/scene06_camA_f000210.txt
scene06_camA_f000225,scene06_camA.mp4,scene06,225,7.5,train,960,540,day,unknown,unknown,72.83,sharp,117.84,33.63,7.21,3,bus;person,data/frames/scene06_camA/scene06_camA_f000225.jpg,data/labels/scene06_camA/scene06_camA_f000225.txt
scene06_camA_f000240,scene06_camA.mp4,scene06,240,8.0,train,960,540,day,unknown,unknown,68.86,sharp,117.0,35.32,8.34,4,bus;person,data/frames/scene06_camA/scene06_camA_f000240.jpg,data/labels/scene06_camA/scene06_camA_f000240.txt
scene06_camA_f000255,scene06_camA.mp4,scene06,255,8.5,train,960,540,day,unknown,unknown,64.94,sharp,116.05,36.8,9.59,4,bus;person,data/frames/scene06_camA/scene06_camA_f000255.jpg,data/labels/scene06_camA/scene06_camA_f000255.txt
scene06_camA_f000270,scene06_camA.mp4,scene06,270,9.0,train,960,540,day,unknown,unknown,65.21,sharp,116.13,37.19,10.59,4,bus;person,data/frames/scene06_camA/scene06_camA_f000270.jpg,data/labels/scene06_camA/scene06_camA_f000270.txt
scene06_camA_f000285,scene06_camA.mp4,scene06,285,9.5,train,960,540,day,unknown,unknown,65.06,sharp,116.23,37.22,10.95,4,bus;person,data/frames/scene06_camA/scene06_camA_f000285.jpg,data/labels/scene06_camA/scene06_camA_f000285.txt
scene06_camA_f000300,scene06_camA.mp4,scene06,300,10.0,train,960,540,day,unknown,unknown,66.3,sharp,116.58,36.79,10.47,4,bus;person,data/frames/scene06_camA/scene06_camA_f000300.jpg,data/labels/scene06_camA/scene06_camA_f000300.txt
scene06_camA_f000315,scene06_camA.mp4,scene06,315,10.5,train,960,540,day,unknown,unknown,70.72,sharp,117.26,35.95,9.91,4,bus;person,data/frames/scene06_camA/scene06_camA_f000315.jpg,data/labels/scene06_camA/scene06_camA_f000315.txt
scene06_camA_f000330,scene06_camA.mp4,scene06,330,11.0,train,960,540,day,unknown,unknown,71.48,sharp,117.67,35.51,9.31,4,bus;person,data/frames/scene06_camA/scene06_camA_f000330.jpg,data/labels/scene06_camA/scene06_camA_f000330.txt
scene06_camA_f000345,scene06_camA.mp4,scene06,345,11.5,train,960,540,day,unknown,unknown,72.38,sharp,118.05,34.83,8.52,2,bus,data/frames/scene06_camA/scene06_camA_f000345.jpg,data/labels/scene06_camA/scene06_camA_f000345.txt
scene06_camA_f000360,scene06_camA.mp4,scene06,360,12.0,train,960,540,day,unknown,unknown,77.43,sharp,118.8,33.94,8.09,2,bus,data/frames/scene06_camA/scene06_camA_f000360.jpg,data/labels/scene06_camA/scene06_camA_f000360.txt
scene06_camA_f000375,scene06_camA.mp4,scene06,375,12.5,train,960,540,day,unknown,unknown,78.38,sharp,118.92,33.81,7.71,2,bus,data/frames/scene06_camA/scene06_camA_f000375.jpg,data/labels/scene06_camA/scene06_camA_f000375.txt
scene06_camA_f000390,scene06_camA.mp4,scene06,390,13.0,train,960,540,day,unknown,unknown,76.83,sharp,118.98,33.6,7.35,2,bus,data/frames/scene06_camA/scene06_camA_f000390.jpg,data/labels/scene06_camA/scene06_camA_f000390.txt
scene06_camA_f000405,scene06_camA.mp4,scene06,405,13.5,train,960,540,day,unknown,unknown,75.22,sharp,118.68,33.29,6.75,2,bus,data/frames/scene06_camA/scene06_camA_f000405.jpg,data/labels/scene06_camA/scene06_camA_f000405.txt
scene06_camA_f000420,scene06_camA.mp4,scene06,420,14.0,train,960,540,day,unknown,unknown,77.05,sharp,118.74,32.64,6.41,2,bus,data/frames/scene06_camA/scene06_camA_f000420.jpg,data/labels/scene06_camA/scene06_camA_f000420.txt
scene06_camA_f000435,scene06_camA.mp4,scene06,435,14.5,train,960,540,day,unknown,unknown,79.13,sharp,118.66,32.24,5.89,1,bus,data/frames/scene06_camA/scene06_camA_f000435.jpg,data/labels/scene06_camA/scene06_camA_f000435.txt
scene06_camB_f000000,scene06_camB.mp4,scene06,0,0.0,train,960,540,day,unknown,unknown,50.67,sharp,115.37,27.91,0.0,2,person,data/frames/scene06_camB/scene06_camB_f000000.jpg,data/labels/scene06_camB/scene06_camB_f000000.txt
scene06_camB_f000015,scene06_camB.mp4,scene06,15,0.5,train,960,540,day,unknown,unknown,76.81,sharp,118.22,32.02,10.7,2,bus,data/frames/scene06_camB/scene06_camB_f000015.jpg,data/labels/scene06_camB/scene06_camB_f000015.txt
scene06_camB_f000030,scene06_camB.mp4,scene06,30,1.0,train,960,540,day,unknown,unknown,79.85,sharp,118.19,31.6,9.73,1,bus,data/frames/scene06_camB/scene06_camB_f000030.jpg,data/labels/scene06_camB/scene06_camB_f000030.txt
scene06_camB_f000045,scene06_camB.mp4,scene06,45,1.5,train,960,540,day,unknown,unknown,80.51,sharp,118.22,31.06,9.42,1,bus,data/frames/scene06_camB/scene06_camB_f000045.jpg,data/labels/scene06_camB/scene06_camB_f000045.txt
scene06_camB_f000060,scene06_camB.mp4,scene06,60,2.0,train,960,540,day,unknown,unknown,75.82,sharp,118.1,30.57,8.88,1,bus,data/frames/scene06_camB/scene06_camB_f000060.jpg,data/labels/scene06_camB/scene06_camB_f000060.txt
scene06_camB_f000075,scene06_camB.mp4,scene06,75,2.5,train,960,540,day,unknown,unknown,77.11,sharp,117.63,29.94,8.38,1,bus,data/frames/scene06_camB/scene06_camB_f000075.jpg,data/labels/scene06_camB/scene06_camB_f000075.txt
scene06_camB_f000090,scene06_camB.mp4,scene06,90,3.0,train,960,540,day,unknown,unknown,81.38,sharp,117.65,29.09,7.82,1,bus,data/frames/scene06_camB/scene06_camB_f000090.jpg,data/labels/scene06_camB/scene06_camB_f000090.txt
scene06_camB_f000105,scene06_camB.mp4,scene06,105,3.5,train,960,540,day,unknown,unknown,85.0,sharp,117.62,28.21,7.48,1,bus,data/frames/scene06_camB/scene06_camB_f000105.jpg,data/labels/scene06_camB/scene06_camB_f000105.txt
scene06_camB_f000120,scene06_camB.mp4,scene06,120,4.0,train,960,540,day,unknown,unknown,82.88,sharp,117.32,27.49,6.98,1,bus,data/frames/scene06_camB/scene06_camB_f000120.jpg,data/labels/scene06_camB/scene06_camB_f000120.txt
scene06_camB_f000135,scene06_camB.mp4,scene06,135,4.5,train,960,540,day,unknown,unknown,87.91,sharp,117.05,26.73,6.62,0,,data/frames/scene06_camB/scene06_camB_f000135.jpg,data/labels/scene06_camB/scene06_camB_f000135.txt
scene06_camB_f000150,scene06_camB.mp4,scene06,150,5.0,train,960,540,day,unknown,unknown,92.31,sharp,116.92,26.1,6.45,0,,data/frames/scene06_camB/scene06_camB_f000150.jpg,data/labels/scene06_camB/scene06_camB_f000150.txt
scene06_camB_f000165,scene06_camB.mp4,scene06,165,5.5,train,960,540,day,unknown,unknown,91.96,sharp,116.64,25.43,6.15,0,,data/frames/scene06_camB/scene06_camB_f000165.jpg,data/labels/scene06_camB/scene06_camB_f000165.txt
scene06_camB_f000180,scene06_camB.mp4,scene06,180,6.0,train,960,540,day,unknown,unknown,86.37,sharp,116.57,24.67,5.77,0,,data/frames/scene06_camB/scene06_camB_f000180.jpg,data/labels/scene06_camB/scene06_camB_f000180.txt
scene06_camB_f000195,scene06_camB.mp4,scene06,195,6.5,train,960,540,day,unknown,unknown,88.51,sharp,116.53,24.31,5.29,0,,data/frames/scene06_camB/scene06_camB_f000195.jpg,data/labels/scene06_camB/scene06_camB_f000195.txt
scene06_camB_f000210,scene06_camB.mp4,scene06,210,7.0,train,960,540,day,unknown,unknown,90.91,sharp,116.53,24.34,5.14,0,,data/frames/scene06_camB/scene06_camB_f000210.jpg,data/labels/scene06_camB/scene06_camB_f000210.txt
scene06_camB_f000225,scene06_camB.mp4,scene06,225,7.5,train,960,540,day,unknown,unknown,91.99,sharp,116.52,24.39,5.27,0,,data/frames/scene06_camB/scene06_camB_f000225.jpg,data/labels/scene06_camB/scene06_camB_f000225.txt
scene06_camB_f000240,scene06_camB.mp4,scene06,240,8.0,train,960,540,day,unknown,unknown,80.64,sharp,116.13,25.9,5.99,0,,data/frames/scene06_camB/scene06_camB_f000240.jpg,data/labels/scene06_camB/scene06_camB_f000240.txt
scene06_camB_f000255,scene06_camB.mp4,scene06,255,8.5,train,960,540,day,unknown,unknown,76.58,sharp,115.47,27.15,6.79,2,person,data/frames/scene06_camB/scene06_camB_f000255.jpg,data/labels/scene06_camB/scene06_camB_f000255.txt
scene06_camB_f000270,scene06_camB.mp4,scene06,270,9.0,train,960,540,day,unknown,unknown,74.55,sharp,115.11,28.46,7.63,2,person,data/frames/scene06_camB/scene06_camB_f000270.jpg,data/labels/scene06_camB/scene06_camB_f000270.txt
scene06_camB_f000285,scene06_camB.mp4,scene06,285,9.5,train,960,540,day,unknown,unknown,67.65,sharp,114.36,29.76,8.26,2,person,data/frames/scene06_camB/scene06_camB_f000285.jpg,data/labels/scene06_camB/scene06_camB_f000285.txt
scene06_camB_f000300,scene06_camB.mp4,scene06,300,10.0,train,960,540,day,unknown,unknown,63.95,sharp,114.41,29.84,8.96,2,person,data/frames/scene06_camB/scene06_camB_f000300.jpg,data/labels/scene06_camB/scene06_camB_f000300.txt
scene06_camB_f000315,scene06_camB.mp4,scene06,315,10.5,train,960,540,day,unknown,unknown,68.96,sharp,114.39,29.79,8.88,2,person,data/frames/scene06_camB/scene06_camB_f000315.jpg,data/labels/scene06_camB/scene06_camB_f000315.txt
scene06_camB_f000330,scene06_camB.mp4,scene06,330,11.0,train,960,540,day,unknown,unknown,68.52,sharp,114.54,29.89,9.0,2,person,data/frames/scene06_camB/scene06_camB_f000330.jpg,data/labels/scene06_camB/scene06_camB_f000330.txt
scene06_camB_f000345,scene06_camB.mp4,scene06,345,11.5,train,960,540,day,unknown,unknown,68.2,sharp,114.57,29.93,8.97,2,person,data/frames/scene06_camB/scene06_camB_f000345.jpg,data/labels/scene06_camB/scene06_camB_f000345.txt
scene06_camB_f000360,scene06_camB.mp4,scene06,360,12.0,train,960,540,day,unknown,unknown,65.43,sharp,114.72,29.8,8.79,2,person,data/frames/scene06_camB/scene06_camB_f000360.jpg,data/labels/scene06_camB/scene06_camB_f000360.txt
scene06_camB_f000375,scene06_camB.mp4,scene06,375,12.5,train,960,540,day,unknown,unknown,66.74,sharp,114.68,29.71,8.66,1,person,data/frames/scene06_camB/scene06_camB_f000375.jpg,data/labels/scene06_camB/scene06_camB_f000375.txt
scene06_camB_f000390,scene06_camB.mp4,scene06,390,13.0,train,960,540,day,unknown,unknown,68.29,sharp,114.7,29.72,8.68,1,person,data/frames/scene06_camB/scene06_camB_f000390.jpg,data/labels/scene06_camB/scene06_camB_f000390.txt
scene06_camB_f000405,scene06_camB.mp4,scene06,405,13.5,train,960,540,day,unknown,unknown,68.85,sharp,114.76,29.57,8.65,1,person,data/frames/scene06_camB/scene06_camB_f000405.jpg,data/labels/scene06_camB/scene06_camB_f000405.txt
scene06_camB_f000420,scene06_camB.mp4,scene06,420,14.0,train,960,540,day,unknown,unknown,65.41,sharp,114.9,29.45,8.44,1,person,data/frames/scene06_camB/scene06_camB_f000420.jpg,data/labels/scene06_camB/scene06_camB_f000420.txt
scene06_camB_f000435,scene06_camB.mp4,scene06,435,14.5,train,960,540,day,unknown,unknown,88.51,sharp,116.53,24.31,7.82,0,,data/frames/scene06_camB/scene06_camB_f000435.jpg,data/labels/scene06_camB/scene06_camB_f000435.txt
scene07_camA_f000000,scene07_camA.mp4,scene07,0,0.0,test,960,540,day,unknown,unknown,57.39,sharp,116.02,31.87,0.0,4,person,data/frames/scene07_camA/scene07_camA_f000000.jpg,data/labels/scene07_camA/scene07_camA_f000000.txt
scene07_camA_f000015,scene07_camA.mp4,scene07,15,0.5,test,960,540,day,unknown,unknown,76.33,sharp,116.25,34.3,11.18,7,bus;person,data/frames/scene07_camA/scene07_camA_f000015.jpg,data/labels/scene07_camA/scene07_camA_f000015.txt
scene07_camA_f000030,scene07_camA.mp4,scene07,30,1.0,test,960,540,day,unknown,unknown,76.78,sharp,116.74,35.65,10.18,8,bus;person,data/frames/scene07_camA/scene07_camA_f000030.jpg,data/labels/scene07_camA/scene07_camA_f000030.txt
scene07_camA_f000045,scene07_camA.mp4,scene07,45,1.5,test,960,540,day,unknown,unknown,70.3,sharp,116.71,37.68,12.54,8,bus;person,data/frames/scene07_camA/scene07_camA_f000045.jpg,data/labels/scene07_camA/scene07_camA_f000045.txt
scene07_camA_f000060,scene07_camA.mp4,scene07,60,2.0,test,960,540,day,unknown,unknown,72.33,sharp,117.64,39.1,14.14,8,bus;person,data/frames/scene07_camA/scene07_camA_f000060.jpg,data/labels/scene07_camA/scene07_camA_f000060.txt
scene07_camA_f000075,scene07_camA.mp4,scene07,75,2.5,test,960,540,day,unknown,unknown,69.7,sharp,118.25,40.2,15.38,9,bus;person,data/frames/scene07_camA/scene07_camA_f000075.jpg,data/labels/scene07_camA/scene07_camA_f000075.txt
scene07_camA_f000090,scene07_camA.mp4,scene07,90,3.0,test,960,540,day,unknown,unknown,71.03,sharp,118.96,41.27,15.97,9,bus;person,data/frames/scene07_camA/scene07_camA_f000090.jpg,data/labels/scene07_camA/scene07_camA_f000090.txt
